source,title,summary,url,published_at,tickers,timestamp
https://www.coindesk.com/arc/outboundfeeds/rss/,"Bitcoin ETFs, Led by BlackRock's IBIT, See Record $40B Trading Volume as Institutions Capitulate","The U.S.-listed spot bitcoin ETFs saw a record $40 billion in trading volume last week, with IBIT leading the way. ",https://www.coindesk.com/markets/2025/11/24/bitcoin-etfs-led-by-blackrock-s-ibit-see-record-usd40b-trading-volume-as-institutions-capitulate,"Mon, 24 Nov 2025 05:26:22 +0000",,2025-11-24T12:06:10.652663
https://www.coindesk.com/arc/outboundfeeds/rss/,"ETF Outflows, Stablecoin Flows and DAT Reversals Signal Crypto Capital Flight: NYDIG","Spot bitcoin ETFs have seen persistent outflows ($3.55 billion in November), and stablecoin supply has declined, indicating capital is leaving the market, NYDIG Said.",https://www.coindesk.com/markets/2025/11/23/etf-outflows-stablecoin-flows-and-dat-reversals-signal-crypto-capital-flight-nydig,"Sun, 23 Nov 2025 21:00:00 +0000",,2025-11-24T12:06:10.652729
https://www.coindesk.com/arc/outboundfeeds/rss/,State of Crypto: What Congress Has Left to Do This Year,There is not a lot of time left for Congress to make meaningful progress this year on crypto issues. ,https://www.coindesk.com/policy/2025/11/23/state-of-crypto-what-congress-has-left-to-do-this-year,"Sun, 23 Nov 2025 19:00:00 +0000",,2025-11-24T12:06:10.652794
https://www.coindesk.com/arc/outboundfeeds/rss/,Sunrise Debut Streamlines Solana Token Imports as Monad Goes Live,The platform introduces a unified gateway that allows issuers and users to move tokens from any ecosystem into Solana.,https://www.coindesk.com/tech/2025/11/23/sunrise-debut-streamlines-solana-token-imports-as-monad-goes-live,"Sun, 23 Nov 2025 15:00:00 +0000",,2025-11-24T12:06:10.652859
https://www.coindesk.com/arc/outboundfeeds/rss/,"Bitcoin Rebounds From 'Extreme Oversold' Levels; XRP Jumps 7%, ZEC Surges 14%",Bitcoin and major altcoins bounced Sunday after an oversold RSI reading and more than $200M in liquidations signaled seller exhaustion amid thin weekend liquidity.,https://www.coindesk.com/markets/2025/11/23/bitcoin-rebounds-from-extreme-oversold-levels-xrp-jumps-7-zec-surges-14,"Sun, 23 Nov 2025 14:16:34 +0000",,2025-11-24T12:06:10.652925
https://www.coindesk.com/arc/outboundfeeds/rss/,"Could Stablecoins Spark a New Contagion? BIS Warns, Coinbase Pushes Back",Not all agree with some recent sentiment that stablecoins pose a threat to global financial stability.,https://www.coindesk.com/business/2025/11/23/could-stablecoins-spark-a-new-contagion-bis-warns-coinbase-pushes-back,"Sun, 23 Nov 2025 14:00:00 +0000",,2025-11-24T12:06:10.652990
https://www.coindesk.com/arc/outboundfeeds/rss/,"On-Chain Stocks Could Misprice Over Weekends, Triggering Arbitrage Risks: RedStone","This gap could create a ""price dislocation"" between on-chain and traditional markets, leading to potential losses or arbitrage opportunities.",https://www.coindesk.com/business/2025/11/23/on-chain-stocks-could-misprice-over-weekends-triggering-arbitrage-risks-redstone,"Sun, 23 Nov 2025 13:00:00 +0000",,2025-11-24T12:06:10.653887
https://www.coindesk.com/arc/outboundfeeds/rss/,Cardano Temporarily Splits Into Two Chains After Attacker Uses AI-Generated Script to Exploit a Known Bug,The divergence emerged when newer nodes accepted a malformed transaction that older nodes rejected.,https://www.coindesk.com/markets/2025/11/23/cardano-temporarily-splits-into-two-chains-after-attacker-uses-ai-generated-script-to-exploit-a-known-bug,"Sun, 23 Nov 2025 12:30:00 +0000",,2025-11-24T12:06:10.655388
https://www.coindesk.com/arc/outboundfeeds/rss/,"VanEck CEO Concerned About Bitcoin's Encryption and Privacy, Says Firm Could Walk Away","Jan van Eck questioned whether Bitcoin offers enough encryption and privacy, saying some longtime holders are examining Zcash as the market reassesses long-term assumptions.",https://www.coindesk.com/markets/2025/11/23/vaneck-ceo-concerned-about-bitcoin-s-encryption-and-privacy-says-firm-could-walk-away,"Sun, 23 Nov 2025 11:18:20 +0000",,2025-11-24T12:06:10.655456
https://www.coindesk.com/arc/outboundfeeds/rss/,"Chainlink Is ‘Essential Infrastructure’ for Tokenized Finance, Says Grayscale Research",Grayscale's report comes shortly after it filed to convert its Chainlink Trust into an exchange-traded fund (ETF) that would trade on NYSE Arca.,https://www.coindesk.com/business/2025/11/21/chainlink-is-essential-infrastructure-for-tokenized-finance-says-grayscale-research,"Sun, 23 Nov 2025 00:00:51 +0000",,2025-11-24T12:06:10.655521
https://www.coindesk.com/arc/outboundfeeds/rss/,"Bitcoin's Plunge Brings Strategy's Holdings to Near Breakeven, but Key Test Lies 18 Months Ahead","Michael Saylor's company's balance sheet isn't at imminent risk of collapse, but further capital-raising efforts could surely be hindered unless conditions improve.",https://www.coindesk.com/markets/2025/11/21/bitcoin-s-plunge-brings-strategy-s-holdings-to-near-breakeven-but-key-test-lies-18-months-ahead,"Sat, 22 Nov 2025 21:00:00 +0000",,2025-11-24T12:06:10.655614
https://www.coindesk.com/arc/outboundfeeds/rss/,XRP Drops With Market as Bitcoin Weakness Pulls Altcoins Into Oversold Territory,"Technical indicators suggest oversold conditions, but a break above $1.96 is needed to reverse the current downward trend.",https://www.coindesk.com/markets/2025/11/23/xrp-drops-with-market-as-bitcoin-weakness-pulls-altcoins-into-oversold-territory,"Sat, 22 Nov 2025 19:26:36 +0000",,2025-11-24T12:06:10.655859
https://www.coindesk.com/arc/outboundfeeds/rss/,"As DATs Face Pressure, Institutions Could Soon Look to BTCFi for Their Next Strategic Shift","Institutional BTC investors may explore whether bitcoin-native yield, collateral and liquidity opportunities could offer the next stage of strategic deployment.",https://www.coindesk.com/tech/2025/11/21/as-dats-face-pressure-institutions-could-soon-look-to-btcfi-for-their-next-strategic-shift,"Sat, 22 Nov 2025 19:00:00 +0000",,2025-11-24T12:06:10.655926
https://www.coindesk.com/arc/outboundfeeds/rss/,"Coinbase to Add 24/7 Trading for SHIB, Bitcoin Cash, Dogecoin, and Others","The exchange plans to introduce U.S. perpetual-style futures for altcoins, settling on a five-year expiry.",https://www.coindesk.com/markets/2025/11/23/coinbase-derivatives-to-add-24-7-trading-for-shib-bitcoin-cash-dogecoin-and-others,"Sat, 22 Nov 2025 18:47:15 +0000",,2025-11-24T12:06:10.656016
https://www.coindesk.com/arc/outboundfeeds/rss/,"Hobbyist Miner Beats ""1 in 180 Million Odds"" to Win $265K Bitcoin Block Using Just One Old ASIC","The winning miner controls just 0.0000007% of Bitcoin’s total network hashpower, which recently hit a record 855.7 exahashes per second.",https://www.coindesk.com/markets/2025/11/23/hobbyist-miner-wins-usd265k-bitcoin-block-using-just-one-old-asic,"Sat, 22 Nov 2025 18:36:04 +0000",,2025-11-24T12:06:10.656081
https://cointelegraph.com/rss,"Strategy stock is bleeding, but Saylor ‘won’t back down’ from Bitcoin bet","<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTAvMDE5YTJmODMtNTI1YS03NTlmLWE3MWItYjNjNjM1NmVmZjNl.jpg"" alt=""Strategy stock is bleeding, but Saylor ‘won’t back down’ from Bitcoin bet""></p><p>Despite a steep drop in its share price, Strategy’s Bitcoin stack is in the green and it continues to outperform top tech equities over time.</p>",https://cointelegraph.com/news/microstrategy-stock-bitcoin-bet-still-working?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Mon, 24 Nov 2025 11:24:15 +0000",,2025-11-24T12:06:11.050608
https://cointelegraph.com/rss,Pump.fun’s massive $436M cash-out turns heads as memecoin mania fades,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDcvMDE5ODBiZmEtMzQ3ZS03MGQ0LWE5MTYtOTNlMjViZjEwNTky.jpg"" alt=""Pump.fun’s massive $436M cash-out turns heads as memecoin mania fades""></p><p>A decline in speculative crypto investor appetite has seen Pump.fun’s revenue fall by 50% since October, raising concerns about incoming selling pressure.</p>",https://cointelegraph.com/news/pumpfun-transfers-436m-as-memecoin-market-slumps?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Mon, 24 Nov 2025 10:23:41 +0000",,2025-11-24T12:06:11.050683
https://cointelegraph.com/rss,Bitkub exchange eyes Hong Kong IPO as Thai markets slump to 5-year lows: Report,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDkvMDE5OTNhOTMtM2E3ZS03NWVjLTlkOGQtY2E4NGJlOTMwMzBm.jpg"" alt=""Bitkub exchange eyes Hong Kong IPO as Thai markets slump to 5-year lows: Report""></p><p>With Thailand’s markets in turmoil, Bitkub is shifting toward Hong Kong’s thriving equity market for a $200 million IPO raise, Bloomberg reported.</p>",https://cointelegraph.com/news/thailand-bitkub-crypto-ipo-hong-kong?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Mon, 24 Nov 2025 10:08:06 +0000",,2025-11-24T12:06:11.050827
https://cointelegraph.com/rss,Death cross vs. $96K rebound: 5 things to know in Bitcoin this week,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDkvMDE5OTA0NWQtMTllZi03MDdjLWExYzgtODllOWNlYTQzZmRk.jpg"" alt=""Death cross vs. $96K rebound: 5 things to know in Bitcoin this week""></p><p>Bitcoin bulls began to eye higher BTC price levels as sentiment reversed to the upside ahead of a turbulent macroeconomic data week.</p>",https://cointelegraph.com/news/death-cross-vs-96k-rebound-5-things-bitcoin-this-week?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Mon, 24 Nov 2025 09:00:42 +0000",,2025-11-24T12:06:11.050890
https://cointelegraph.com/rss,Bitcoin climb to continue as selling pressure eases: Analysts,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjQtMTEvMDE5MzQ2OWEtNDhiNi03ZDQ5LWFlMjktM2JlM2M2ZTU2N2Nl.jpg"" alt=""Bitcoin climb to continue as selling pressure eases: Analysts""></p><p>Bitcoin showed signs of recovery after nearing $82,000 on Friday, with analysts noting easing selling pressure and rising Fed rate cut expectations.</p>",https://cointelegraph.com/news/bitcoin-selling-pressure-has-eased-and-climb-will-continue-analysts?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Mon, 24 Nov 2025 06:32:00 +0000",,2025-11-24T12:06:11.050973
https://cointelegraph.com/rss,Buterin says X’s new location feature ‘risky’ as crypto users flag privacy concerns,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDYvMDE5N2I2MjgtYTBhZS03YjE0LTliYjgtZjJlMGY4MDI3OThm.jpg"" alt=""Buterin says X’s new location feature ‘risky’ as crypto users flag privacy concerns""></p><p>Uniswap founder Hayden Adams said X's new feature showing the country that an account is based in was a form of “mandatory doxing.”</p>",https://cointelegraph.com/news/crypto-privacy-concerns-x-country-feature?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Mon, 24 Nov 2025 06:29:02 +0000",,2025-11-24T12:06:11.051035
https://cointelegraph.com/rss,"Bitcoin open interest dives, but bottom could see ‘renewed bullish trend’","<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDIvMDE5NTI3NDYtN2IwOS03NWZhLTgxOWQtMTY3MmU4ZWEwODFm.jpg"" alt=""Bitcoin open interest dives, but bottom could see ‘renewed bullish trend’""></p><p>Bitcoin open interest has seen a sharp decline in the last month, which one analyst says could form a “solid bottom” for it to climb back from.</p>",https://cointelegraph.com/news/bitcoin-open-interest-dives-but-could-form-solid-bottom-and-set-up-renewed-bullish-trend?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Mon, 24 Nov 2025 06:04:50 +0000",,2025-11-24T12:06:11.051095
https://cointelegraph.com/rss,Rising crypto token value capture may fuel 2026 rebound: Bitwise CIO,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDIvMDE5NGNmNGUtZTg0OC03ZWRlLWI4ZTQtODk4YTQzMDVmODg0.jpg"" alt=""Rising crypto token value capture may fuel 2026 rebound: Bitwise CIO""></p><p>Bitwise’s Matt Hougan says tokens are getting better at returning value to holders, and Ethereum's Fusako upgrade could “increase token value capture.”</p>",https://cointelegraph.com/news/token-value-capture-uni-ethereum-fusaka-upgrade-2026?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Mon, 24 Nov 2025 05:13:16 +0000",,2025-11-24T12:06:11.051163
https://cointelegraph.com/rss,"VanEck boss questions Bitcoin’s privacy, encryption against quantum tech","<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTEvMDE5YWIzN2ItM2IxYy03MTVkLWIyMGMtNWE0OWVlZTZkMTFk.jpg"" alt=""VanEck boss questions Bitcoin’s privacy, encryption against quantum tech""></p><p>Jan van Eck says quantum computing could threaten Bitcoin's encryption and privacy, and his firm “will walk away” if it’s “fundamentally broken.”</p>",https://cointelegraph.com/news/vaneck-boss-questions-bitcoin-privacy-encryption-quantum-tech?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Mon, 24 Nov 2025 04:13:51 +0000",,2025-11-24T12:06:11.052058
https://cointelegraph.com/rss,"NYSE approves Grayscale DOGE and XRP ETFs, clearing launch for Monday","<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTEvMDE5YWIzMDctZjZlZi03ZDU5LTgzZTctMGRmMzM0ZmVkN2M3.jpg"" alt=""NYSE approves Grayscale DOGE and XRP ETFs, clearing launch for Monday""></p><p>NYSE Arca has greenlit the launch of Grayscale’s exchange-traded funds tied to Dogecoin and XRP, with the products set to go live for trading on Monday.</p>",https://cointelegraph.com/news/nyse-approves-grayscale-doge-xrp-etfs-clearing-launch-monday?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Mon, 24 Nov 2025 02:55:57 +0000",,2025-11-24T12:06:11.052137
https://cointelegraph.com/rss,"Bitcoin’s demand engines reverse, but long-term trajectory intact: NYDIG","<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDIvMDE5NTM2ZjktNmU3NC03NmZkLWJlY2ItY2Y2M2UwYmFjMzA4.jpg"" alt=""Bitcoin’s demand engines reverse, but long-term trajectory intact: NYDIG""></p><p>Exchange-traded fund inflows and crypto treasury demand were key to Bitcoin’s all-time high, but they’re now causing its decline, says NYDIG’s Greg Cipolaro.</p>",https://cointelegraph.com/news/bitcoin-demand-engines-reverse-long-term-intact-nydig?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Mon, 24 Nov 2025 02:31:37 +0000",,2025-11-24T12:06:11.052199
https://cointelegraph.com/rss,Here’s what happened in crypto today,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDYvMDE5Nzk0MjMtZWY4ZS03YzYwLWI5MzctYjlkZGY3NWZlOGFk.jpg"" alt=""Here’s what happened in crypto today""></p><p>Need to know what happened in crypto today? Here is the latest news on daily trends and events impacting Bitcoin price, blockchain, DeFi, NFTs, Web3 and crypto regulation.</p>",https://cointelegraph.com/news/what-happened-in-crypto-today?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sun, 23 Nov 2025 22:01:11 +0000",,2025-11-24T12:06:11.057836
https://cointelegraph.com/rss,Strategy and Bitcoin supporters call for ‘boycott’ of JP Morgan,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTEvMDE5YWIyNmYtM2Y4Mi03NWMwLTk5OWMtMzVhMWIxOGIzOGQz.jpg"" alt=""Strategy and Bitcoin supporters call for ‘boycott’ of JP Morgan""></p><p>The tension erupted following news that Strategy and other crypto treasury companies would likely be excluded from major market indexes.</p>",https://cointelegraph.com/news/strategy-bitcoin-supporters-boycott-jp-morgan?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sun, 23 Nov 2025 20:59:30 +0000",,2025-11-24T12:06:11.057914
https://cointelegraph.com/rss,Bitcoin volatility surge may signal return to options-driven prices: Analyst,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDIvMDE5NGQyNTMtYTY0My03ZTUzLThkMGMtNTEyNWMyMjVhNGQx.jpg"" alt=""Bitcoin volatility surge may signal return to options-driven prices: Analyst""></p><p>The rising volatility suggests a potential return to levels seen before the launch of BTC exchange-traded funds, which dampened volatility.</p>",https://cointelegraph.com/news/bitcoin-volatility-surge-options-driven-price?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sun, 23 Nov 2025 18:37:23 +0000",,2025-11-24T12:06:11.058027
https://cointelegraph.com/rss,Grayscale calls Chainlink the ‘crictical connective tissue’ of tokenized finance,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTEvMDE5YWIwN2QtMDEzMi03MDRmLWExZWMtNGMzODI5YmM5OTVk.jpg"" alt=""Grayscale calls Chainlink the ‘crictical connective tissue’ of tokenized finance""></p><p>Grayscale says Chainlink will anchor the next phase of blockchain adoption, positioning LINK as the core infrastructure powering tokenization.</p>",https://cointelegraph.com/news/grayscale-chainlink-critical-connective-tissue-tokenized-finance?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sun, 23 Nov 2025 11:40:10 +0000",,2025-11-24T12:06:11.058088
https://cointelegraph.com/rss,"Zcash risks ‘splitting the vote’ against Bitcoin, Bloomberg ETF analyst warns","<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTEvMDE5YWIwMWYtZmQ2YS03NWZiLTgwM2UtMmIyMmMxNThjNDQ3.jpg"" alt=""Zcash risks ‘splitting the vote’ against Bitcoin, Bloomberg ETF analyst warns""></p><p>Bloomberg’s Eric Balchunas says Zcash could dilute political and cultural support for Bitcoin, as critics accuse the privacy coin of manufactured hype.</p>",https://cointelegraph.com/news/zcash-splitting-the-vote-bitcoin-balchunas-warning?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sun, 23 Nov 2025 10:14:33 +0000",,2025-11-24T12:06:11.058156
https://cointelegraph.com/rss,Bitcoin ATM firm explores $100M sale following CEO’s federal indictment,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDIvMDE5NTM5MjEtOWM2MC03YmQ3LWEzNzMtZmUyODRjZjFmMTVm.jpg"" alt=""Bitcoin ATM firm explores $100M sale following CEO’s federal indictment""></p><p>Crypto Dispensers is weighing a $100 million sale as its CEO faces federal accusations of running a multimillion-dollar money laundering scheme.</p>",https://cointelegraph.com/news/crypto-dispensers-explores-100m-sale-after-ceo-indictment?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sun, 23 Nov 2025 07:11:12 +0000",,2025-11-24T12:06:11.058219
https://cointelegraph.com/rss,"No major capitulation in sight for Bitcoin, says Lyn Alden","<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDYvMDE5N2MwNWMtMjRlYi03ZDY3LTgxMGUtODdiNjc4NzQzMTdk.jpg"" alt=""No major capitulation in sight for Bitcoin, says Lyn Alden""></p><p>The crypto market hasn’t reached “euphoric levels,” which means less reason to expect a major landslide, according to Lyn Alden.</p>",https://cointelegraph.com/news/crypto-market-euphoria-lacking-major-capitulation-lyn-alden-economist?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sun, 23 Nov 2025 04:58:34 +0000",,2025-11-24T12:06:11.058300
https://cointelegraph.com/rss,BlackRock’s Bitcoin clients aren’t ‘underwriting’ the case for global payments,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTEvMDE5YWFkZWMtYTMzNy03ZjAyLTk5ZDAtZWY3ZjU5MWM4OTQz.jpg"" alt=""BlackRock’s Bitcoin clients aren’t ‘underwriting’ the case for global payments""></p><p>Bitcoin being widely used for daily payments in the future is just “out-of-the-money-option value upside,” according to BlackRock’s head of digital assets Robbie Mitchnick.</p>",https://cointelegraph.com/news/blackrock-bitcoin-clients-global-payment-case-digital-gold?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sun, 23 Nov 2025 01:06:43 +0000",,2025-11-24T12:06:11.058373
https://cointelegraph.com/rss,Bitcoin OG’s selling to ‘weak’ hands will deepen selloffs: Peter Schiff,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTEvMDE5YWFkOTgtNWRhMy03ZDkzLWIxY2EtYWVhNmI5MjQyZTZj.jpg"" alt=""Bitcoin OG’s selling to ‘weak’ hands will deepen selloffs: Peter Schiff""></p><p>A lack of conviction among “weak” hands will cause new Bitcoin holders to dump at the first sign of trouble, worsening market drawdowns.</p>",https://cointelegraph.com/news/bitcoin-og-selling-weak-hand-deep-selloff-schiff?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sat, 22 Nov 2025 22:15:52 +0000",,2025-11-24T12:06:11.058434
